_id,device_id,store_id,device_type,device_group,make,model,serial_number,pump,grade,capacity,inspection_cycle,remarks,deleted
9396520,1471,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,342637,15,S-89,,12 MONTH,,1
9396521,1472,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,342637,16,S-89,,12 MONTH,,1
9396522,1473,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184410,9,S-89,,12 MONTH,,0
9396523,1474,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184410,10,S-89,,12 MONTH,,0
9396524,1475,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184412,11,S-89,,12 MONTH,,0
9396525,1476,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184412,12,S-89,,12 MONTH,,0
9396526,1477,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184407,1,R-87,,12 MONTH,,0
9396527,1478,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184407,2,R-87,,12 MONTH,,0
9396528,1479,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184411,3,R-87,,12 MONTH,,0
9396529,1480,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184411,4,R-87,,12 MONTH,,0
9396530,1481,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184409,5,R-87,,12 MONTH,,0
9396531,1482,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184409,6,R-87,,12 MONTH,,0
9396532,1483,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,342637,15,R-87,,12 MONTH,,1
9396533,1484,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,342637,16,R-87,,12 MONTH,,1
9396534,1485,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184408,7,R-87,,12 MONTH,,0
9396535,1486,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184408,8,R-87,,12 MONTH,,0
9396536,1487,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184410,9,R-87,,12 MONTH,,0
9396537,1488,31871,GASOLINE,FUEL DISPENSER,GILBARCO,,184410,10,R-87,,12 MONTH,,0
9396538,1489,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321105,1,U-93,,12 MONTH,,0
9396539,1490,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321105,2,U-93,,12 MONTH,,0
9396540,1491,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321106,5,U-93,,12 MONTH,,0
9396541,1492,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321106,6,U-93,,12 MONTH,,0
9396542,1493,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280928,7,U-93,,12 MONTH,,0
9396543,1494,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280928,8,U-93,,12 MONTH,,0
9396544,1495,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280931,9,U-93,,12 MONTH,,0
9396545,1496,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280931,10,U-93,,12 MONTH,,0
9396546,1497,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321105,1,R-87,,12 MONTH,,0
9396547,1498,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321105,2,R-87,,12 MONTH,,0
9396548,1499,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321106,5,R-87,,12 MONTH,,0
9396549,1500,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321106,6,R-87,,12 MONTH,,0
9396550,1501,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280928,7,R-87,,12 MONTH,,0
9396551,1502,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280928,8,R-87,,12 MONTH,,0
9396552,1503,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280931,9,R-87,,12 MONTH,,0
9396553,1504,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280931,10,R-87,,12 MONTH,,0
9396554,1505,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321105,1,PR-91,,12 MONTH,,0
9396555,1506,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321105,2,PR-91,,12 MONTH,,0
9396556,1507,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321106,5,PR-91,,12 MONTH,,0
9396557,1508,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321106,6,PR-91,,12 MONTH,,0
9396558,1509,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280928,7,PR-91,,12 MONTH,,0
9396559,1510,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280928,8,PR-91,,12 MONTH,,0
9396560,1511,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280931,9,PR-91,,12 MONTH,,0
9396561,1512,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00280931,10,PR-91,,12 MONTH,,0
9396562,1513,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321105,1,PL-89,,12 MONTH,,0
9396563,1514,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321105,2,PL-89,,12 MONTH,,0
9396564,1515,31877,GASOLINE,FUEL DISPENSER,GILBARCO,,00321106,5,PL-89,,12 MONTH,,0
9396565,1517,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354707,1,U-93,,12 MONTH,,0
9396566,1518,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354707,2,U-93,,12 MONTH,,0
9396567,1519,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354706,3,U-93,,12 MONTH,,0
9396568,1520,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354706,4,U-93,,12 MONTH,,0
9396569,1521,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354707,1,S-89,,12 MONTH,,0
9396570,1522,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354707,2,S-89,,12 MONTH,,0
9396571,1523,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354706,3,S-89,,12 MONTH,,0
9396572,1524,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354706,4,S-89,,12 MONTH,,0
9396573,1525,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354707,1,R-87,,12 MONTH,,0
9396574,1526,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354707,2,R-87,,12 MONTH,,0
9396575,1527,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354706,3,R-87,,12 MONTH,,0
9396576,1528,31883,GASOLINE,FUEL DISPENSER,GILBARCO,,354706,4,R-87,,12 MONTH,,0
9396577,1529,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67876,1,U-93,,12 MONTH,,0
9396578,1530,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67876,2,U-93,,12 MONTH,,0
9396579,1531,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67875,3,U-93,,12 MONTH,,0
9396580,1532,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67875,4,U-93,,12 MONTH,,0
9396581,1533,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67874,5,U-93,,12 MONTH,,0
9396582,1534,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67874,6,U-93,,12 MONTH,,0
9396583,1535,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67873,7,U-93,,12 MONTH,,0
9396584,1536,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67873,8,U-93,,12 MONTH,,0
9396585,1537,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67876,1,S-89,,12 MONTH,,0
9396586,1538,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67876,2,S-89,,12 MONTH,,0
9396587,1539,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67875,3,S-89,,12 MONTH,,0
9396588,1540,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67875,4,S-89,,12 MONTH,,0
9396589,1541,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67874,5,S-89,,12 MONTH,,0
9396590,1542,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67874,6,S-89,,12 MONTH,,0
9396591,1543,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67873,7,S-89,,12 MONTH,,0
9396592,1544,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67873,8,S-89,,12 MONTH,,0
9396593,1545,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67876,1,R-87,,12 MONTH,,0
9396594,1546,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67876,2,R-87,,12 MONTH,,0
9396595,1547,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67875,3,R-87,,12 MONTH,,0
9396596,1548,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67875,4,R-87,,12 MONTH,,0
9396597,1549,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67874,5,R-87,,12 MONTH,,0
9396598,1550,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67874,6,R-87,,12 MONTH,,0
9396599,1551,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67873,7,R-87,,12 MONTH,,0
9396600,1552,31905,GASOLINE,FUEL DISPENSER,WAYNE,,67873,8,R-87,,12 MONTH,,0
9396601,1553,31909,Gasoline,Fuel Dispenser,WAYNE,,24192,1,U-93,,12 MONTH,,0
9396602,1554,31909,Gasoline,Fuel Dispenser,WAYNE,,24192,2,U-93,,12 MONTH,,0
9396603,1555,31909,Gasoline,Fuel Dispenser,WAYNE,,24190,3,U-93,,12 MONTH,,0
9396604,1556,31909,Gasoline,Fuel Dispenser,WAYNE,,24190,4,U-93,,12 MONTH,,0
9396605,1557,31909,Gasoline,Fuel Dispenser,WAYNE,,24193,5,U-93,,12 MONTH,,0
9396606,1558,31909,Gasoline,Fuel Dispenser,WAYNE,,24193,6,U-93,,12 MONTH,,0
9396607,1559,31909,GASOLINE,FUEL DISPENSER,WAYNE,,24192,1,S-89,,12 MONTH,,0
9396608,1560,31909,GASOLINE,FUEL DISPENSER,WAYNE,,24192,2,S-89,,12 MONTH,,0
9396609,1561,31909,Gasoline,Fuel Dispenser,WAYNE,,24190,3,S-89,,12 MONTH,,0
9396610,1562,31909,GASOLINE,FUEL DISPENSER,WAYNE,,24190,4,S-89,,12 MONTH,,0
9396611,1563,31909,Gasoline,Fuel Dispenser,WAYNE,,24193,5,S-89,,12 MONTH,,0
9396612,1564,31909,Gasoline,Fuel Dispenser,WAYNE,,24193,6,S-89,,12 MONTH,,0
9396613,1565,31909,GASOLINE,FUEL DISPENSER,WAYNE,,24192,1,R-87,,12 MONTH,,0
9396614,1566,31909,Gasoline,Fuel Dispenser,WAYNE,,24192,2,R-87,,12 MONTH,,0
9396615,1567,31909,Gasoline,Fuel Dispenser,WAYNE,,24190,3,R-87,,12 MONTH,,0
9396616,1568,31909,GASOLINE,FUEL DISPENSER,WAYNE,,24190,4,R-87,,12 MONTH,,0
9396617,1569,31909,Gasoline,Fuel Dispenser,WAYNE,,24193,5,R-87,,12 MONTH,,0
9396618,1570,31909,Gasoline,Fuel Dispenser,WAYNE,,24193,6,R-87,,12 MONTH,,0
9396619,1571,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19949,1,U-93,,12 MONTH,,0
9396620,1572,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19949,2,U-93,,12 MONTH,,0
9396621,1573,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19946,3,U-93,,12 MONTH,,0
9396622,1574,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19946,4,U-93,,12 MONTH,,0
9396623,1575,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19947,5,U-93,,12 MONTH,,0
9396624,1576,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19947,6,U-93,,12 MONTH,,0
9396625,1577,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19948,7,U-93,,12 MONTH,,0
9396626,1578,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19948,8,U-93,,12 MONTH,,0
9396627,1579,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19949,1,S-89,,12 MONTH,,0
9396628,1580,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19949,2,S-89,,12 MONTH,,0
9396629,1581,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19946,3,S-89,,12 MONTH,,0
9396630,1582,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19946,4,S-89,,12 MONTH,,0
9396631,1583,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19947,5,S-89,,12 MONTH,,0
9396632,1584,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19947,6,S-89,,12 MONTH,,0
9396633,1585,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19948,7,S-89,,12 MONTH,,0
9396634,1586,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19948,8,S-89,,12 MONTH,,0
9396635,1587,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19949,1,R-87,,12 MONTH,,0
9396636,1588,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19949,2,R-87,,12 MONTH,,0
9396637,1589,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19946,3,R-87,,12 MONTH,,0
9396638,1590,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19946,4,R-87,,12 MONTH,,0
9396639,1591,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19947,5,R-87,,12 MONTH,,0
9396640,1592,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19947,6,R-87,,12 MONTH,,0
9396641,1593,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19948,7,R-87,,12 MONTH,,0
9396642,1594,31916,GASOLINE,FUEL DISPENSER,WAYNE,,19948,8,R-87,,12 MONTH,,0
9396643,1595,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36054,1,U-93,,12 MONTH,,0
9396644,1596,31968,Gasoline,Fuel Dispenser,WAYNE,,36054,2,U-93,,12 MONTH,,0
9396645,1597,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36055,3,U-93,,12 MONTH,,0
9396646,1598,31968,Gasoline,Fuel Dispenser,WAYNE,,36055,4,U-93,,12 MONTH,,0
9396647,1599,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36056,5,U-93,,12 MONTH,,0
9396648,1600,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36056,6,U-93,,12 MONTH,,0
9396649,1601,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36053,7,U-93,,12 MONTH,,0
9396650,16103,40119,PLATFORM,SCALE,BRECKNELL,,NSN,,,15 LB,12 MONTH,2,0
9396651,1602,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36053,8,U-93,,12 MONTH,,0
9396652,1603,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36054,1,S-89,,12 MONTH,,0
9396653,1604,31968,Gasoline,Fuel Dispenser,WAYNE,,36054,2,S-89,,12 MONTH,,0
9396654,1605,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36055,3,S-89,,12 MONTH,,0
9396655,1606,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36055,4,S-89,,12 MONTH,,0
9396656,1607,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36056,5,S-89,,12 MONTH,,0
9396657,1608,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36056,6,S-89,,12 MONTH,,0
9396658,1609,31968,Gasoline,Fuel Dispenser,WAYNE,,36053,7,S-89,,12 MONTH,,0
9396659,1610,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36053,8,S-89,,12 MONTH,,0
9396660,1611,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36054,1,R-87,,12 MONTH,,0
9396661,1612,31968,Gasoline,Fuel Dispenser,WAYNE,,36054,2,R-87,,12 MONTH,,0
9396662,1613,31968,Gasoline,Fuel Dispenser,WAYNE,,36055,3,R-87,,12 MONTH,,0
9396663,1614,31968,Gasoline,Fuel Dispenser,WAYNE,,36055,4,R-87,,12 MONTH,,0
9396664,1615,31968,Gasoline,Fuel Dispenser,WAYNE,,36056,5,R-87,,12 MONTH,,0
9396665,1616,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36056,6,R-87,,12 MONTH,,0
9396666,1617,31968,Gasoline,Fuel Dispenser,WAYNE,,36053,7,R-87,,12 MONTH,,0
9396667,1618,31968,GASOLINE,FUEL DISPENSER,WAYNE,,36053,8,R-87,,12 MONTH,,0
9396668,1619,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60831,1,S-93,,12 MONTH,,0
9396669,1620,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60831,2,S-93,,12 MONTH,,0
9396670,1621,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30681,3,S-93,,12 MONTH,,0
9396671,1622,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30681,4,S-93,,12 MONTH,,0
9396672,1623,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30680,5,S-93,,12 MONTH,,0
9396673,1624,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30680,6,S-93,,12 MONTH,,0
9396674,1625,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30682,7,S-93,,12 MONTH,,0
9396675,1626,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30682,8,S-93,,12 MONTH,,0
9396676,1627,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60830,9,S-93,,12 MONTH,,0
9396677,1628,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60830,10,S-93,,12 MONTH,,0
9396678,1629,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30683,11,S-93,,12 MONTH,,0
9396679,1630,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30683,12,S-93,,12 MONTH,,0
9396680,1631,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60831,1,PL-89,,12 MONTH,,0
9396681,1632,31844,GASOLINE,FUEL DISPENSER,WAYNE,,6083,2,PL-89,,12 MONTH,,0
9396682,1633,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30681,3,PL-89,,12 MONTH,,0
9396683,1634,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30681,4,PL-89,,12 MONTH,,0
9396684,1635,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30680,5,PL-89,,12 MONTH,,0
9396685,1636,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30680,6,PL-89,,12 MONTH,,0
9396686,1637,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30682,7,PL-89,,12 MONTH,,0
9396687,1638,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30682,8,PL-89,,12 MONTH,,0
9396688,1639,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60830,9,PL-89,,12 MONTH,,0
9396689,1640,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60830,10,PL-89,,12 MONTH,,0
9396690,1641,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30683,11,PL-89,,12 MONTH,,0
9396691,1642,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30683,12,PL-89,,12 MONTH,,0
9396692,1643,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60831,1,R-87,,12 MONTH,,0
9396693,1644,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60831,2,R-87,,12 MONTH,,0
9396694,1645,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30681,3,R-87,,12 MONTH,,0
9396695,1646,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30681,4,R-87,,12 MONTH,,0
9396696,1647,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30680,5,R-87,,12 MONTH,,0
9396697,1648,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30680,6,R-87,,12 MONTH,,0
9396698,1649,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30682,7,R-87,,12 MONTH,,0
9396699,1650,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30682,8,R-87,,12 MONTH,,0
9396700,1651,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60830,9,R-87,,12 MONTH,,0
9396701,1652,31844,GASOLINE,FUEL DISPENSER,WAYNE,,60830,10,R-87,,12 MONTH,,0
9396702,1653,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30683,11,R-87,,12 MONTH,,0
9396703,1654,31844,GASOLINE,FUEL DISPENSER,WAYNE,,30683,12,R-87,,12 MONTH,,0
9396704,1655,31844,DIESEL,FUEL DISPENSER,WAYNE,,30703,13,DIESEL,,12 MONTH,,0
9396705,1656,31844,DIESEL,FUEL DISPENSER,WAYNE,,30703,14,DIESEL,,12 MONTH,,0
9396706,1657,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18756,19,S-89,,12 MONTH,,1
9396707,1658,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18756,20,S-89,,12 MONTH,,1
9396708,1659,31844,Gasoline,Fuel Dispenser,WAYNE,,18753,1,R-87,,12 MONTH,,1
9396709,1660,31844,Gasoline,Fuel Dispenser,WAYNE,,18753,2,R-87,,12 MONTH,,1
9396710,1661,31844,Gasoline,Fuel Dispenser,WAYNE,,18755,3,R-87,,12 MONTH,,1
9396711,1662,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18755,4,R-87,,12 MONTH,,1
9396712,1663,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18754,5,R-87,,12 MONTH,,1
9396713,1664,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18754,6,R-87,,12 MONTH,,1
9396714,1665,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18758,7,R-87,,12 MONTH,,1
9396715,1666,31844,Gasoline,Fuel Dispenser,WAYNE,,18758,8,R-87,,12 MONTH,,1
9396716,1667,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18751,9,R-87,,12 MONTH,,1
9396717,1668,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18751,10,R-87,,12 MONTH,,1
9396718,1669,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18757,11,R-87,,12 MONTH,,1
9396719,1670,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18757,12,R-87,,12 MONTH,,1
9396720,1671,31844,Gasoline,Fuel Dispenser,WAYNE,,18750,13,R-87,,12 MONTH,,1
9396721,1672,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18750,14,R-87,,12 MONTH,,1
9396722,1673,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18752,15,R-87,,12 MONTH,,1
9396723,1674,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18752,16,R-87,,12 MONTH,,1
9396724,1675,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18759,17,R-87,,12 MONTH,,1
9396725,1676,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18759,18,R-87,,12 MONTH,,1
9396726,1677,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18756,19,R-87,,12 MONTH,,1
9396727,1678,31844,GASOLINE,FUEL DISPENSER,WAYNE,,18756,20,R-87,,12 MONTH,,1
9396728,1679,31844,DIESEL,FUEL DISPENSER,WAYNE,,17406,21,DIESEL,,12 MONTH,,1
9396729,1680,31844,DIESEL,FUEL DISPENSER,WAYNE,,17406,22,DIESEL,,12 MONTH,,1
9396730,1681,31687,Gasoline,Fuel Dispenser,TOKHEIM,,69144,1,S-93,,12 MONTH,,0
9396731,1682,31687,Gasoline,Fuel Dispenser,TOKHEIM,,69144,2,R-87,,12 MONTH,,0
9396732,1683,31687,Gasoline,Fuel Dispenser,TOKHEIM,,69098,3,R-87,,12 MONTH,,0
9396733,1684,31687,Gasoline,Fuel Dispenser,TOKHEIM,,69098,4,R-87,,12 MONTH,,0
9396734,1685,31687,Gasoline,Fuel Dispenser,TOKHEIM,,64117,5,R-87,,12 MONTH,,0
9396735,1686,31687,Gasoline,Fuel Dispenser,TOKHEIM,,64117,6,R-87,,12 MONTH,,0
9396736,1687,31687,Diesel,Fuel Dispenser,TOKHEIM,,57900,7,DIESEL,,12 MONTH,,0
9396737,1688,31687,Kerosene,Fuel Dispenser,TOKHEIM,,57900,8,KEROSENE,,12 MONTH,,0
9396738,1689,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417683,1,PR-93,,12 MONTH,,0
9396739,1690,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417683,2,PR-93,,12 MONTH,,0
9396740,1691,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417680,3,PR-93,,12 MONTH,,0
9396741,1692,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417680,4,PR-93,,12 MONTH,,0
9396742,1693,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417684,5,PR-93,,12 MONTH,,0
9396743,1694,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417684,6,PR-93,,12 MONTH,,0
9396744,1695,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417682,7,PR-93,,12 MONTH,,0
9396745,1696,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417682,8,PR-93,,12 MONTH,,0
9396746,1697,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417679,9,PR-93,,12 MONTH,,0
9396747,1698,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417679,10,PR-93,,12 MONTH,,0
9396748,1699,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417681,11,PR-93,,12 MONTH,,0
9396749,1700,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417681,12,PR-93,,12 MONTH,,0
9396750,1701,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417683,1,PL-89,,12 MONTH,,0
9396751,1702,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417683,2,PL-89,,12 MONTH,,0
9396752,1703,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417680,3,PL-89,,12 MONTH,,0
9396753,1704,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417680,4,PL-89,,12 MONTH,,0
9396754,1705,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417684,5,PL-89,,12 MONTH,,0
9396755,1706,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417684,6,PL-89,,12 MONTH,,0
9396756,1707,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417682,7,PL-89,,12 MONTH,,0
9396757,1708,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417682,8,PL-89,,12 MONTH,,0
9396758,1709,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417679,9,PL-89,,12 MONTH,,0
9396759,1710,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417679,10,PL-89,,12 MONTH,,0
9396760,1711,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417681,11,PL-89,,12 MONTH,,0
9396761,1712,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417681,12,PL-89,,12 MONTH,,0
9396762,1713,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417683,1,R-87,,12 MONTH,,0
9396763,1714,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417683,2,R-87,,12 MONTH,,0
9396764,1715,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417680,3,R-87,,12 MONTH,,0
9396765,1716,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417680,4,R-87,,12 MONTH,,0
9396766,1717,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417684,5,R-87,,12 MONTH,,0
9396767,1718,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417684,6,R-87,,12 MONTH,,0
9396768,1719,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417682,7,R-87,,12 MONTH,,0
9396769,1720,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417682,8,R-87,,12 MONTH,,0
9396770,1721,31791,GASOLINE,FUEL DISPENSER,GILBARCO,,417679,9,R-87,,12 MONTH,,0
